고객ID,거래날짜,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,trade_month
USER_1077,2019-12-13,18,105,10926.69,4,4,4,444,VIP고객,2019-12
USER_1078,2019-08-29,124,30,2843.75,3,3,3,333,기타,2019-08
USER_1079,2019-12-10,21,75,5490.54,4,4,4,444,VIP고객,2019-12
USER_1080,2019-04-19,256,19,2003.57,1,2,3,123,기타,2019-04
USER_1081,2019-11-06,55,119,9923.52,4,4,4,444,VIP고객,2019-11
USER_1082,2019-08-21,132,53,3151.44,2,4,3,243,기타,2019-08
USER_1083,2019-04-18,257,66,4596.3,1,4,4,144,놓치면 안되는 고객,2019-04
USER_1084,2019-05-31,214,55,3671.78,2,4,3,243,기타,2019-05
USER_1085,2019-05-23,222,1,31.35,1,1,1,111,이탈고객,2019-05
USER_1086,2019-05-26,219,15,1865.73,2,2,3,223,기타,2019-05
USER_1087,2019-12-16,15,92,7502.61,4,4,4,444,VIP고객,2019-12
USER_1088,2019-11-26,35,20,2828.18,4,2,3,423,기타,2019-11
USER_1089,2019-06-02,212,19,1617.97,2,2,2,222,기타,2019-06
USER_1090,2019-08-10,143,18,1287.86,2,2,2,222,기타,2019-08
USER_1091,2019-01-16,349,5,227.87,1,1,1,111,이탈고객,2019-01
USER_1092,2019-11-27,34,26,1525.44,4,3,2,432,기타,2019-11
USER_1093,2019-09-07,115,19,1716.15,3,2,2,322,기타,2019-09
USER_1094,2019-08-14,139,19,1491.73,2,2,2,222,기타,2019-08
USER_1095,2019-04-07,268,13,552.4300000000001,1,2,1,121,기타,2019-04
USER_1096,2019-03-16,290,2,15.9,1,1,1,111,이탈고객,2019-03
USER_1097,2019-05-22,223,10,1165.85,1,1,2,112,기타,2019-05
USER_1098,2019-07-09,175,70,2919.35,2,4,3,243,기타,2019-07
USER_1099,2019-08-17,136,28,2884.51,2,3,3,233,기타,2019-08
USER_1100,2019-11-04,57,1,238.0,3,1,1,311,기타,2019-11
USER_1101,2019-02-01,333,17,2263.9,1,2,3,123,기타,2019-02
USER_1102,2019-06-29,185,30,3917.61,2,3,3,233,기타,2019-06
USER_1103,2019-08-02,151,48,4358.68,2,4,4,244,충성고객,2019-08
USER_1104,2019-02-02,332,69,7011.16,1,4,4,144,놓치면 안되는 고객,2019-02
USER_1105,2019-09-28,94,1,41.56,3,1,1,311,기타,2019-09
USER_1106,2019-03-30,276,45,3705.44,1,3,3,133,기타,2019-03
USER_1107,2019-11-22,39,30,3701.42,4,3,3,433,기타,2019-11
USER_1108,2019-04-18,257,33,2736.16,1,3,3,133,기타,2019-04
USER_1109,2019-05-30,215,16,785.05,2,2,2,222,기타,2019-05
USER_1110,2019-09-21,101,76,6240.42,3,4,4,344,충성고객,2019-09
USER_1111,2019-02-01,333,10,1051.4,1,1,2,112,기타,2019-02
USER_1112,2019-04-20,255,34,3413.72,1,3,3,133,기타,2019-04
USER_1113,2019-09-30,92,13,1042.57,3,2,2,322,기타,2019-09
USER_1114,2019-01-23,342,50,3030.19,1,4,3,143,기타,2019-01
USER_1115,2019-11-04,57,31,2531.16,3,3,3,333,기타,2019-11
USER_1116,2019-05-31,214,65,6842.06,2,4,4,244,충성고객,2019-05
USER_1117,2019-11-22,39,125,14536.81,4,4,4,444,VIP고객,2019-11
USER_1118,2019-02-04,330,14,501.27,1,2,1,121,기타,2019-02
USER_1119,2019-05-15,230,2,26.69,1,1,1,111,이탈고객,2019-05
USER_1120,2019-10-03,89,11,1456.03,3,2,2,322,기타,2019-10
USER_1121,2019-10-07,85,129,10893.07,3,4,4,344,충성고객,2019-10
USER_1122,2019-12-21,10,14,2093.58,4,2,3,423,기타,2019-12
USER_1123,2019-10-26,66,21,1412.52,3,2,2,322,기타,2019-10
USER_1124,2019-06-22,192,19,1007.93,2,2,2,222,기타,2019-06
USER_1125,2019-09-15,107,5,613.85,3,1,1,311,기타,2019-09
USER_1126,2019-11-08,53,5,822.99,4,1,2,412,기타,2019-11
USER_1127,2019-03-24,282,3,153.0,1,1,1,111,이탈고객,2019-03
USER_1128,2019-06-03,211,12,389.84,2,2,1,221,기타,2019-06
USER_1129,2019-08-06,147,16,1261.72,2,2,2,222,기타,2019-08
USER_1130,2019-10-11,81,23,1093.49,3,3,2,332,기타,2019-10
USER_1131,2019-12-12,19,33,3897.39,4,3,3,433,기타,2019-12
USER_1132,2019-12-14,17,2,43.62,4,1,1,411,기타,2019-12
USER_1133,2019-01-30,335,1,17.53,1,1,1,111,이탈고객,2019-01
USER_1134,2019-07-13,171,6,316.17,2,1,1,211,기타,2019-07
USER_1135,2019-12-19,12,8,673.54,4,1,2,412,기타,2019-12
USER_1136,2019-10-17,75,32,1556.63,3,3,2,332,기타,2019-10
USER_1137,2019-07-12,172,13,1220.69,2,2,2,222,기타,2019-07
USER_1138,2019-06-01,213,75,6860.5,2,4,4,244,충성고객,2019-06
USER_1139,2019-09-14,108,6,648.77,3,1,1,311,기타,2019-09
USER_1140,2019-08-27,126,90,7769.96,3,4,4,344,충성고객,2019-08
USER_1141,2019-01-14,351,5,1114.17,1,1,2,112,기타,2019-01
USER_1142,2019-02-20,314,3,138.78,1,1,1,111,이탈고객,2019-02
USER_1143,2019-11-01,60,43,3428.23,3,3,3,333,기타,2019-11
USER_1144,2019-06-07,207,8,400.13,2,1,1,211,기타,2019-06
USER_1145,2019-12-07,24,18,1640.08,4,2,2,422,기타,2019-12
USER_1146,2019-05-24,221,18,617.93,1,2,1,121,기타,2019-05
USER_1147,2019-06-12,202,3,46.97,2,1,1,211,기타,2019-06
USER_1148,2019-10-05,87,16,1178.13,3,2,2,322,기타,2019-10
USER_1149,2019-02-18,316,117,8664.0,1,4,4,144,놓치면 안되는 고객,2019-02
USER_1150,2019-11-22,39,71,5638.45,4,4,4,444,VIP고객,2019-11
USER_1151,2019-09-07,115,23,3340.4,3,3,3,333,기타,2019-09
USER_1152,2019-11-29,32,69,6320.86,4,4,4,444,VIP고객,2019-11
USER_1153,2019-07-14,170,30,2242.58,2,3,3,233,기타,2019-07
USER_1154,2019-12-15,16,17,1252.86,4,2,2,422,기타,2019-12
USER_1155,2019-10-31,61,18,324.87,3,2,1,321,기타,2019-10
USER_1156,2019-04-23,252,7,1064.77,1,1,2,112,기타,2019-04
USER_1157,2019-10-27,65,24,374.63,3,3,1,331,기타,2019-10
USER_1158,2019-07-06,178,86,5169.92,2,4,4,244,충성고객,2019-07
USER_1159,2019-07-08,176,2,92.59,2,1,1,211,기타,2019-07
USER_1160,2019-10-23,69,53,2727.92,3,4,3,343,기타,2019-10
USER_1161,2019-10-27,65,15,1698.13,3,2,2,322,기타,2019-10
USER_1162,2019-08-22,131,17,648.09,3,2,1,321,기타,2019-08
USER_1163,2019-09-23,99,63,5761.46,3,4,4,344,충성고객,2019-09
USER_1164,2019-12-30,1,38,5001.66,4,3,4,434,충성고객,2019-12
USER_1165,2019-08-08,145,29,2606.91,2,3,3,233,기타,2019-08
USER_1166,2019-10-30,62,10,1766.84,3,1,3,313,기타,2019-10
USER_1167,2019-05-05,240,63,6308.68,1,4,4,144,놓치면 안되는 고객,2019-05
USER_1168,2019-08-09,144,14,913.56,2,2,2,222,기타,2019-08
USER_1169,2019-01-31,334,9,1409.0,1,1,2,112,기타,2019-01
USER_1170,2019-06-15,199,16,1762.76,2,2,3,223,기타,2019-06
USER_1171,2019-12-04,27,18,858.22,4,2,2,422,기타,2019-12
USER_1172,2019-05-29,216,25,2036.53,2,3,3,233,기타,2019-05
USER_1173,2019-05-17,228,20,1806.74,1,2,3,123,기타,2019-05
USER_1174,2019-11-16,45,55,5982.82,4,4,4,444,VIP고객,2019-11
USER_1175,2019-01-07,358,2,327.01,1,1,1,111,이탈고객,2019-01
USER_1176,2019-11-20,41,37,3283.74,4,3,3,433,기타,2019-11
USER_1177,2019-06-12,202,38,3678.67,2,3,3,233,기타,2019-06
USER_1178,2019-03-16,290,72,7138.1,1,4,4,144,놓치면 안되는 고객,2019-03
USER_1179,2019-05-25,220,28,1366.42,2,3,2,232,기타,2019-05
USER_1180,2019-04-17,258,77,9041.38,1,4,4,144,놓치면 안되는 고객,2019-04
USER_1181,2019-07-06,178,3,347.0,2,1,1,211,기타,2019-07
USER_1182,2019-07-12,172,75,4559.27,2,4,4,244,충성고객,2019-07
USER_1183,2019-11-11,50,53,3592.12,4,4,3,443,기타,2019-11
USER_1184,2019-12-19,12,27,1797.6699999999998,4,3,3,433,기타,2019-12
USER_1185,2019-08-11,142,119,7237.5,2,4,4,244,충성고객,2019-08
USER_1186,2019-11-28,33,69,7493.31,4,4,4,444,VIP고객,2019-11
USER_1187,2019-12-14,17,49,7563.25,4,4,4,444,VIP고객,2019-12
USER_1188,2019-12-22,9,21,2268.64,4,2,3,423,기타,2019-12
USER_1189,2019-03-05,301,10,247.58,1,1,1,111,이탈고객,2019-03
USER_1190,2019-12-06,25,48,3906.47,4,4,3,443,기타,2019-12
USER_1191,2019-12-12,19,60,6145.36,4,4,4,444,VIP고객,2019-12
USER_1192,2019-09-26,96,85,6446.55,3,4,4,344,충성고객,2019-09
USER_1193,2019-01-23,342,10,1832.21,1,1,3,113,기타,2019-01
USER_1194,2019-10-23,69,33,2370.66,3,3,3,333,기타,2019-10
USER_1195,2019-10-04,88,86,9242.55,3,4,4,344,충성고객,2019-10
USER_1196,2019-11-27,34,16,2683.25,4,2,3,423,기타,2019-11
USER_1197,2019-10-05,87,64,5805.63,3,4,4,344,충성고객,2019-10
USER_1198,2019-05-03,242,39,1849.01,1,3,3,133,기타,2019-05
USER_1199,2019-12-01,30,12,934.22,4,2,2,422,기타,2019-12
USER_1200,2019-03-11,295,87,5208.55,1,4,4,144,놓치면 안되는 고객,2019-03
USER_1201,2019-04-05,270,2,9.57,1,1,1,111,이탈고객,2019-04
USER_1202,2019-10-03,89,52,4044.53,3,4,4,344,충성고객,2019-10
USER_1203,2019-08-05,148,131,6161.88,2,4,4,244,충성고객,2019-08
USER_1204,2019-03-21,285,22,1810.09,1,3,3,133,기타,2019-03
USER_1205,2019-09-11,111,12,1286.34,3,2,2,322,기타,2019-09
USER_1206,2019-12-24,7,1,121.3,4,1,1,411,기타,2019-12
USER_1207,2019-12-27,4,25,2222.37,4,3,3,433,기타,2019-12
USER_1208,2019-05-16,229,53,2551.54,1,4,3,143,기타,2019-05
USER_1209,2019-11-03,58,9,154.56,3,1,1,311,기타,2019-11
USER_1210,2019-04-19,256,1,19.19,1,1,1,111,이탈고객,2019-04
USER_1211,2019-11-07,54,24,3829.99,4,3,3,433,기타,2019-11
USER_1212,2019-12-04,27,26,3310.2000000000003,4,3,3,433,기타,2019-12
USER_1213,2019-12-26,5,85,7908.99,4,4,4,444,VIP고객,2019-12
USER_1214,2019-03-18,288,22,1443.94,1,3,2,132,기타,2019-03
USER_1215,2019-08-22,131,17,1600.54,3,2,2,322,기타,2019-08
USER_1216,2019-11-21,40,16,2504.42,4,2,3,423,기타,2019-11
USER_1217,2019-12-20,11,10,1632.35,4,1,2,412,기타,2019-12
USER_1218,2019-12-15,16,260,35574.46,4,4,4,444,VIP고객,2019-12
USER_1219,2019-08-24,129,122,6577.44,3,4,4,344,충성고객,2019-08
USER_1220,2019-04-18,257,4,22.4,1,1,1,111,이탈고객,2019-04
USER_1221,2019-07-11,173,137,9917.45,2,4,4,244,충성고객,2019-07
USER_1222,2019-04-03,272,161,10778.87,1,4,4,144,놓치면 안되는 고객,2019-04
USER_1223,2019-07-05,179,17,1015.81,2,2,2,222,기타,2019-07
USER_1224,2019-06-05,209,47,3093.93,2,4,3,243,기타,2019-06
USER_1225,2019-12-05,26,19,1901.83,4,2,3,423,기타,2019-12
USER_1226,2019-07-03,181,42,4716.12,2,3,4,234,충성고객,2019-07
USER_1227,2019-12-16,15,12,927.1,4,2,2,422,기타,2019-12
USER_1228,2019-09-30,92,52,1789.28,3,4,3,343,기타,2019-09
USER_1229,2019-08-18,135,79,4207.37,2,4,4,244,충성고객,2019-08
USER_1230,2019-10-27,65,42,2677.87,3,3,3,333,기타,2019-10
USER_1231,2019-05-19,226,8,1295.06,1,1,2,112,기타,2019-05
USER_1232,2019-11-03,58,95,8320.27,3,4,4,344,충성고객,2019-11
USER_1233,2019-11-28,33,17,2102.23,4,2,3,423,기타,2019-11
USER_1234,2019-12-03,28,43,4137.15,4,3,4,434,충성고객,2019-12
USER_1235,2019-12-09,22,13,461.87,4,2,1,421,기타,2019-12
USER_1236,2019-06-29,185,45,3927.41,2,3,4,234,충성고객,2019-06
USER_1237,2019-12-22,9,19,2740.3,4,2,3,423,기타,2019-12
USER_1238,2019-12-03,28,17,2522.31,4,2,3,423,기타,2019-12
USER_1239,2019-12-28,3,62,7374.16,4,4,4,444,VIP고객,2019-12
USER_1240,2019-01-31,334,3,22.47,1,1,1,111,이탈고객,2019-01
USER_1241,2019-07-13,171,37,6413.77,2,3,4,234,충성고객,2019-07
USER_1242,2019-09-02,120,27,1941.49,3,3,3,333,기타,2019-09
USER_1243,2019-11-17,44,48,4399.71,4,4,4,444,VIP고객,2019-11
USER_1244,2019-08-28,125,116,6636.1,3,4,4,344,충성고객,2019-08
USER_1245,2019-04-13,262,2,161.44,1,1,1,111,이탈고객,2019-04
USER_1246,2019-06-22,192,21,1956.61,2,2,3,223,기타,2019-06
USER_1247,2019-09-27,95,12,1025.39,3,2,2,322,기타,2019-09
USER_1248,2019-09-20,102,37,2082.58,3,3,3,333,기타,2019-09
USER_1249,2019-01-02,363,7,544.02,1,1,1,111,이탈고객,2019-01
USER_1250,2019-08-17,136,50,2181.82,2,4,3,243,기타,2019-08
USER_1251,2019-04-15,260,5,1290.0,1,1,2,112,기타,2019-04
USER_1252,2019-11-25,36,43,6629.53,4,3,4,434,충성고객,2019-11
USER_1253,2019-04-19,256,1,219.45,1,1,1,111,이탈고객,2019-04
USER_1254,2019-12-13,18,5,827.71,4,1,2,412,기타,2019-12
USER_1255,2019-06-05,209,73,6762.36,2,4,4,244,충성고객,2019-06
USER_1256,2019-08-17,136,74,2537.56,2,4,3,243,기타,2019-08
USER_1257,2019-06-04,210,9,1042.56,2,1,2,212,기타,2019-06
USER_1258,2019-04-19,256,17,807.62,1,2,2,122,기타,2019-04
USER_1259,2019-12-20,11,8,802.0,4,1,2,412,기타,2019-12
USER_1260,2019-10-26,66,8,472.97,3,1,1,311,기타,2019-10
USER_1261,2019-11-26,35,94,10314.9,4,4,4,444,VIP고객,2019-11
USER_1262,2019-03-19,287,11,896.96,1,2,2,122,기타,2019-03
USER_1263,2019-09-15,107,13,262.71000000000004,3,2,1,321,기타,2019-09
USER_1264,2019-06-12,202,10,258.0,2,1,1,211,기타,2019-06
USER_1265,2019-10-01,91,27,2162.99,3,3,3,333,기타,2019-10
USER_1266,2019-12-20,11,45,5717.79,4,3,4,434,충성고객,2019-12
USER_1267,2019-12-10,21,213,17777.3,4,4,4,444,VIP고객,2019-12
USER_1268,2019-10-26,66,31,2649.03,3,3,3,333,기타,2019-10
USER_1269,2019-12-22,9,11,1011.91,4,2,2,422,기타,2019-12
USER_1270,2019-05-22,223,19,1544.75,1,2,2,122,기타,2019-05
USER_1271,2019-05-17,228,6,241.68,1,1,1,111,이탈고객,2019-05
USER_1272,2019-06-06,208,9,350.28,2,1,1,211,기타,2019-06
USER_1273,2019-05-23,222,7,511.04,1,1,1,111,이탈고객,2019-05
USER_1274,2019-04-22,253,65,5284.69,1,4,4,144,놓치면 안되는 고객,2019-04
USER_1275,2019-11-12,49,8,323.75,4,1,1,411,기타,2019-11
USER_1276,2019-01-25,340,2,161.13,1,1,1,111,이탈고객,2019-01
USER_1277,2019-01-03,362,7,564.03,1,1,1,111,이탈고객,2019-01
USER_1278,2019-06-09,205,43,2483.56,2,3,3,233,기타,2019-06
USER_1279,2019-01-31,334,13,1100.31,1,2,2,122,기타,2019-01
USER_1280,2019-08-09,144,49,3507.91,2,4,3,243,기타,2019-08
USER_1281,2019-12-12,19,4,206.89,4,1,1,411,기타,2019-12
USER_1282,2019-01-26,339,27,1244.36,1,3,2,132,기타,2019-01
USER_1283,2019-08-21,132,29,1757.41,2,3,3,233,기타,2019-08
USER_1284,2019-01-09,356,4,152.39999999999998,1,1,1,111,이탈고객,2019-01
USER_1285,2019-09-19,103,44,6054.25,3,3,4,334,충성고객,2019-09
USER_1286,2019-11-30,31,44,4630.33,4,3,4,434,충성고객,2019-11
USER_1287,2019-08-31,122,65,5076.68,3,4,4,344,충성고객,2019-08
USER_1288,2019-07-24,160,28,3145.5,2,3,3,233,기타,2019-07
USER_1289,2019-11-03,58,99,5723.61,3,4,4,344,충성고객,2019-11
USER_1290,2019-07-13,171,26,755.18,2,3,2,232,기타,2019-07
USER_1291,2019-03-08,298,60,4398.73,1,4,4,144,놓치면 안되는 고객,2019-03
USER_1292,2019-09-25,97,103,11731.93,3,4,4,344,충성고객,2019-09
USER_1293,2019-12-02,29,27,3905.86,4,3,3,433,기타,2019-12
USER_1294,2019-09-07,115,100,6573.85,3,4,4,344,충성고객,2019-09
USER_1295,2019-10-09,83,193,16896.51,3,4,4,344,충성고객,2019-10
USER_1296,2019-03-19,287,1,119.0,1,1,1,111,이탈고객,2019-03
USER_1297,2019-05-11,234,53,2353.19,1,4,3,143,기타,2019-05
USER_1298,2019-12-01,30,77,5797.21,4,4,4,444,VIP고객,2019-12
USER_1299,2019-11-29,32,15,2412.56,4,2,3,423,기타,2019-11
USER_1300,2019-08-17,136,12,1211.55,2,2,2,222,기타,2019-08
USER_1301,2019-06-12,202,1,15.99,2,1,1,211,기타,2019-06
USER_1302,2019-07-28,156,74,3755.6,2,4,3,243,기타,2019-07
USER_1303,2019-01-12,353,8,577.8,1,1,1,111,이탈고객,2019-01
USER_1304,2019-10-05,87,1,13.59,3,1,1,311,기타,2019-10
USER_1305,2019-04-18,257,9,911.74,1,1,2,112,기타,2019-04
USER_1306,2019-06-20,194,11,233.2,2,2,1,221,기타,2019-06
USER_1307,2019-06-21,193,17,1501.54,2,2,2,222,기타,2019-06
USER_1308,2019-04-18,257,17,324.24,1,2,1,121,기타,2019-04
USER_1309,2019-12-18,13,41,4878.26,4,3,4,434,충성고객,2019-12
USER_1310,2019-10-11,81,44,7793.31,3,3,4,334,충성고객,2019-10
USER_1311,2019-03-04,302,11,400.88,1,2,1,121,기타,2019-03
USER_1312,2019-12-04,27,61,5087.36,4,4,4,444,VIP고객,2019-12
USER_1313,2019-04-05,270,15,982.04,1,2,2,122,기타,2019-04
USER_1314,2019-10-23,69,44,3120.59,3,3,3,333,기타,2019-10
USER_1315,2019-03-13,293,18,1067.61,1,2,2,122,기타,2019-03
USER_1316,2019-12-27,4,41,3337.82,4,3,3,433,기타,2019-12
USER_1317,2019-09-11,111,76,6768.68,3,4,4,344,충성고객,2019-09
USER_1318,2019-06-21,193,19,488.93,2,2,1,221,기타,2019-06
USER_1319,2019-06-08,206,25,2803.5,2,3,3,233,기타,2019-06
USER_1320,2019-08-01,152,8,969.96,2,1,2,212,기타,2019-08
USER_1321,2019-04-19,256,3,37.17,1,1,1,111,이탈고객,2019-04
USER_1322,2019-04-17,258,5,552.65,1,1,1,111,이탈고객,2019-04
USER_1323,2019-03-29,277,28,2284.84,1,3,3,133,기타,2019-03
USER_1324,2019-08-04,149,3,23.03,2,1,1,211,기타,2019-08
USER_1325,2019-09-20,102,26,3031.16,3,3,3,333,기타,2019-09
USER_1326,2019-10-05,87,10,517.0600000000001,3,1,1,311,기타,2019-10
USER_1327,2019-03-20,286,1,48.99,1,1,1,111,이탈고객,2019-03
USER_1328,2019-11-03,58,80,5675.56,3,4,4,344,충성고객,2019-11
USER_1329,2019-10-23,69,18,1172.23,3,2,2,322,기타,2019-10
USER_1330,2019-01-17,348,18,1845.71,1,2,3,123,기타,2019-01
USER_1331,2019-10-30,62,57,6762.68,3,4,4,344,충성고객,2019-10
USER_1332,2019-08-16,137,12,673.38,2,2,2,222,기타,2019-08
USER_1333,2019-08-17,136,13,1086.84,2,2,2,222,기타,2019-08
USER_1334,2019-09-30,92,51,2315.08,3,4,3,343,기타,2019-09
USER_1335,2019-06-12,202,1,158.0,2,1,1,211,기타,2019-06
USER_1336,2019-11-14,47,123,7777.24,4,4,4,444,VIP고객,2019-11
USER_1337,2019-01-13,352,9,870.62,1,1,2,112,기타,2019-01
USER_1338,2019-10-06,86,34,3913.73,3,3,3,333,기타,2019-10
USER_1339,2019-09-28,94,22,2128.8,3,3,3,333,기타,2019-09
USER_1340,2019-11-02,59,28,2099.2200000000003,3,3,3,333,기타,2019-11
USER_1341,2019-09-27,95,79,7011.13,3,4,4,344,충성고객,2019-09
USER_1342,2019-06-25,189,24,1910.54,2,3,3,233,기타,2019-06
USER_1343,2019-11-23,38,78,9722.67,4,4,4,444,VIP고객,2019-11
USER_1344,2019-10-14,78,119,9188.15,3,4,4,344,충성고객,2019-10
USER_1345,2019-08-10,143,12,479.97,2,2,1,221,기타,2019-08
USER_1346,2019-01-24,341,12,616.57,1,2,1,121,기타,2019-01
USER_1347,2019-02-04,330,15,797.12,1,2,2,122,기타,2019-02
USER_1348,2019-12-11,20,121,13236.99,4,4,4,444,VIP고객,2019-12
USER_1349,2019-03-18,288,33,1202.22,1,3,2,132,기타,2019-03
USER_1350,2019-04-18,257,10,1840.04,1,1,3,113,기타,2019-04
USER_1351,2019-05-08,237,14,751.11,1,2,2,122,기타,2019-05
USER_1352,2019-06-12,202,3,358.39,2,1,1,211,기타,2019-06
USER_1353,2019-04-26,249,112,7230.68,1,4,4,144,놓치면 안되는 고객,2019-04
USER_1354,2019-04-20,255,43,3186.93,1,3,3,133,기타,2019-04
USER_1355,2019-12-14,17,572,46205.77,4,4,4,444,VIP고객,2019-12
USER_1356,2019-12-15,16,13,166.87,4,2,1,421,기타,2019-12
USER_1357,2019-08-14,139,8,1401.98,2,1,2,212,기타,2019-08
USER_1358,2019-01-26,339,297,34551.4,1,4,4,144,놓치면 안되는 고객,2019-01
USER_1359,2019-01-17,348,17,1396.37,1,2,2,122,기타,2019-01
USER_1360,2019-06-20,194,5,542.98,2,1,1,211,기타,2019-06
USER_1361,2019-10-10,82,35,4540.94,3,3,4,334,충성고객,2019-10
USER_1362,2019-03-09,297,58,3217.76,1,4,3,143,기타,2019-03
USER_1363,2019-10-13,79,8,859.1800000000001,3,1,2,312,기타,2019-10
USER_1364,2019-09-27,95,11,1026.12,3,2,2,322,기타,2019-09
USER_1365,2019-12-11,20,48,3988.27,4,4,4,444,VIP고객,2019-12
USER_1366,2019-06-28,186,42,4813.5,2,3,4,234,충성고객,2019-06
USER_1367,2019-03-19,287,16,589.73,1,2,1,121,기타,2019-03
USER_1368,2019-03-27,279,1,19.99,1,1,1,111,이탈고객,2019-03
USER_1369,2019-01-12,353,9,1065.04,1,1,2,112,기타,2019-01
USER_1370,2019-04-24,251,26,1829.01,1,3,3,133,기타,2019-04
USER_1371,2019-12-05,26,93,8848.42,4,4,4,444,VIP고객,2019-12
USER_1372,2019-10-31,61,18,829.28,3,2,2,322,기타,2019-10
USER_1373,2019-10-05,87,12,1089.33,3,2,2,322,기타,2019-10
USER_1374,2019-10-02,90,94,7289.269999999999,3,4,4,344,충성고객,2019-10
USER_1375,2019-11-30,31,115,10151.41,4,4,4,444,VIP고객,2019-11
USER_1376,2019-03-26,280,73,5442.5,1,4,4,144,놓치면 안되는 고객,2019-03
USER_1377,2019-07-14,170,28,1565.69,2,3,2,232,기타,2019-07
USER_1378,2019-01-04,361,58,5279.32,1,4,4,144,놓치면 안되는 고객,2019-01
USER_1379,2019-12-13,18,40,1667.52,4,3,2,432,기타,2019-12
USER_1380,2019-06-30,184,31,1036.86,2,3,2,232,기타,2019-06
USER_1381,2019-05-07,238,29,2731.53,1,3,3,133,기타,2019-05
USER_1382,2019-11-21,40,105,11344.22,4,4,4,444,VIP고객,2019-11
USER_1383,2019-07-07,177,5,206.67,2,1,1,211,기타,2019-07
USER_1384,2019-01-17,348,1,19.59,1,1,1,111,이탈고객,2019-01
USER_1385,2019-12-21,10,2,273.18,4,1,1,411,기타,2019-12
USER_1386,2019-05-18,227,18,964.79,1,2,2,122,기타,2019-05
USER_1387,2019-07-26,158,2,54.370000000000005,2,1,1,211,기타,2019-07
USER_1388,2019-04-19,256,40,6606.860000000001,1,3,4,134,기타,2019-04
USER_1389,2019-07-08,176,10,852.55,2,1,2,212,기타,2019-07
USER_1390,2019-09-03,119,84,6661.22,3,4,4,344,충성고객,2019-09
USER_1391,2019-12-13,18,81,9796.22,4,4,4,444,VIP고객,2019-12
USER_1392,2019-01-23,342,35,4435.52,1,3,4,134,기타,2019-01
USER_1393,2019-11-19,42,92,4679.24,4,4,4,444,VIP고객,2019-11
USER_1394,2019-02-01,333,48,4619.96,1,4,4,144,놓치면 안되는 고객,2019-02
USER_1395,2019-01-06,359,85,7527.650000000001,1,4,4,144,놓치면 안되는 고객,2019-01
USER_1396,2019-05-19,226,7,112.04,1,1,1,111,이탈고객,2019-05
USER_1397,2019-12-12,19,89,12532.34,4,4,4,444,VIP고객,2019-12
USER_1398,2019-01-24,341,65,5099.72,1,4,4,144,놓치면 안되는 고객,2019-01
USER_1399,2019-04-17,258,12,492.54,1,2,1,121,기타,2019-04
USER_1400,2019-06-11,203,15,659.69,2,2,2,222,기타,2019-06
USER_1401,2019-09-11,111,13,1888.99,3,2,3,323,기타,2019-09
USER_1402,2019-07-12,172,12,1022.53,2,2,2,222,기타,2019-07
USER_1403,2019-04-07,268,38,3843.43,1,3,3,133,기타,2019-04
USER_1404,2019-05-10,235,40,2997.23,1,3,3,133,기타,2019-05
USER_1405,2019-10-22,70,12,440.32,3,2,1,321,기타,2019-10
USER_1406,2019-01-16,349,28,1614.89,1,3,2,132,기타,2019-01
USER_1407,2019-11-21,40,40,2903.0,4,3,3,433,기타,2019-11
USER_1408,2019-12-13,18,1,19.56,4,1,1,411,기타,2019-12
USER_1409,2019-08-11,142,5,35.95,2,1,1,211,기타,2019-08
USER_1410,2019-10-04,88,8,461.41,3,1,1,311,기타,2019-10
USER_1411,2019-12-13,18,163,14193.67,4,4,4,444,VIP고객,2019-12
USER_1412,2019-03-31,275,66,4806.4,1,4,4,144,놓치면 안되는 고객,2019-03
USER_1413,2019-05-25,220,6,818.98,2,1,2,212,기타,2019-05
USER_1414,2019-06-09,205,5,712.62,2,1,2,212,기타,2019-06
USER_1415,2019-12-05,26,96,8623.28,4,4,4,444,VIP고객,2019-12
USER_1416,2019-10-01,91,11,1207.47,3,2,2,322,기타,2019-10
USER_1417,2019-07-26,158,5,80.61000000000001,2,1,1,211,기타,2019-07
USER_1418,2019-06-20,194,22,1680.45,2,3,2,232,기타,2019-06
USER_1419,2019-09-06,116,77,5024.15,3,4,4,344,충성고객,2019-09
USER_1420,2019-04-12,263,14,520.81,1,2,1,121,기타,2019-04
USER_1421,2019-01-02,363,13,1830.27,1,2,3,123,기타,2019-01
USER_1422,2019-11-16,45,36,2867.8,4,3,3,433,기타,2019-11
USER_1423,2019-10-19,73,63,5204.4800000000005,3,4,4,344,충성고객,2019-10
USER_1424,2019-08-29,124,29,2201.19,3,3,3,333,기타,2019-08
USER_1425,2019-08-29,124,21,1537.65,3,2,2,322,기타,2019-08
USER_1426,2019-11-29,32,21,1208.56,4,2,2,422,기타,2019-11
USER_1427,2019-07-16,168,16,1426.12,2,2,2,222,기타,2019-07
USER_1428,2019-04-17,258,18,2169.78,1,2,3,123,기타,2019-04
USER_1429,2019-08-31,122,39,2987.52,3,3,3,333,기타,2019-08
USER_1430,2019-09-17,105,72,3366.29,3,4,3,343,기타,2019-09
USER_1431,2019-03-08,298,1,93.47,1,1,1,111,이탈고객,2019-03
USER_1432,2019-07-16,168,155,10616.44,2,4,4,244,충성고객,2019-07
